Time[s];Supply_P[bar];Exhaust_P[bar];R1_P[bar];V1_P[bar];V2_P[bar];T1_P[bar]
9.0028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.0990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.1990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.2990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.3990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4003;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4015;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4028;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4040;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4053;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4065;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4078;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4090;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4103;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4115;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4128;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4140;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4153;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4165;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4178;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4190;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4203;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4215;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4228;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4240;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4253;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4265;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4278;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4290;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4303;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4315;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4328;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4340;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4353;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4365;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4378;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4390;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4403;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4415;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4428;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4440;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4453;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4465;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4478;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4490;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4503;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4515;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4528;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4540;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4553;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4565;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4578;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4590;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4603;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4615;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4628;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4640;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4653;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4665;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4678;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4690;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4703;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4715;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4728;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4740;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4753;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4765;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4778;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4790;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4803;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4815;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4828;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4840;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4853;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4865;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4878;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4890;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4903;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4915;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4928;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4940;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4953;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4965;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4978;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
9.4990;6.0000;0.0000;6.0000;0.0000;0.0000;5.4304
